-3.391700217	0
-1.391239828	-1.259885008
-1.391239828	1.259885008
-1.015322746	-0.6675519999
-1.015322746	0.6675519999
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-1	0
-0.9278968516	-0.5619533115
-0.9278968516	0.5619533115
-0.8901389284	-0.524592805
-0.8901389284	0.524592805
-0.8642782597	-0.7053565119
-0.8642782597	0.7053565119
-0.8550409662	-0.501451827
-0.8550409662	0.501451827
-0.8264636842	-0.6790483568
-0.8264636842	0.6790483568
-0.816393001	-0.4853948289
-0.816393001	0.4853948289
-0.8003006841	-0.6646816639
-0.8003006841	0.6646816639
-0.7811120835	-0.6524577159
-0.7811120835	0.6524577159
-0.7805450504	-0.7710688461
-0.7805450504	0.7710688461
-0.7649057942	-0.6410118134
-0.7649057942	0.6410118134
-0.7643930259	-0.4731305758
-0.7643930259	0.4731305758
-0.7496107149	-0.6297255068
-0.7496107149	0.6297255068
-0.7344250341	-0.6177416425
-0.7344250341	0.6177416425
-0.7210081285	-0.889328918
-0.7210081285	0.889328918
-0.7189676376	-0.6028763073
-0.7189676376	0.6028763073
-0.6990997186	-0.5839417732
-0.6990997186	0.5839417732
-0.6786216131	-0.8366257946
-0.6786216131	0.8366257946
-0.6781326817	-0.3996258267
-0.6781326817	0.3996258267
-0.6733129056	-0.5566416041
-0.6733129056	0.5566416041
-0.6679430235	-0.9938235636
-0.6679430235	0.9938235636
-0.6442458436	-0.8074624001
-0.6442458436	0.8074624001
-0.6203417259	-0.7814217449
-0.6203417259	0.7814217449
-0.6074732309	-0.8549747276
-0.6074732309	0.8549747276
-0.6036092842	-0.7545514937
-0.6036092842	0.7545514937
-0.591037269	-0.737887112
-0.591037269	0.737887112
-0.5735149343	-0.8061958375
-0.5735149343	0.8061958375
-0.5726677169	-0.7178993822
-0.5726677169	0.7178993822
-0.5640770955	-0.6788773716
-0.5640770955	0.6788773716
-0.5410887565	-0.7079628272
-0.5410887565	0.7079628272
-0.5080663777	-1.024687747
-0.5080663777	1.024687747
-0.4766583978	-0.6643861888
-0.4766583978	0.6643861888
-0.4070863666	-0.9524982264
-0.4070863666	0.9524982264
-0.3800863027	-1.207627793
-0.3800863027	1.207627793
-0.3748454153	-1.021767121
-0.3748454153	1.021767121
-0.3565132902	-0.7108955504
-0.3565132902	0.7108955504
-0.3530504336	-0.9327558331
-0.3530504336	0.9327558331
-0.3498906848	-0.8885636043
-0.3498906848	0.8885636043
-0.3479833685	-0.8460015352
-0.3479833685	0.8460015352
-0.3477139125	-0.796082471
-0.3477139125	0.796082471
-0.3137311422	-1.082848741
-0.3137311422	1.082848741
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	-0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.3090169944	0.9510565163
-0.2611068217	-0.9701866047
-0.2611068217	0.9701866047
-0.2290978443	-0.9344458552
-0.2290978443	0.9344458552
-0.2050050611	-0.9013412553
-0.2050050611	0.9013412553
-0.1865873766	-1.071527025
-0.1865873766	1.071527025
-0.1855956451	-0.8706999751
-0.1855956451	0.8706999751
-0.167102755	-1.142918698
-0.167102755	1.142918698
-0.1629125554	-0.8352524217
-0.1629125554	0.8352524217
-0.1389785717	-0.7936429194
-0.1389785717	0.7936429194
-0.09638506701	-0.7460038627
-0.09638506701	0.7460038627
-0.001028492088	-1.326526025
-0.001028492088	1.326526025
0.07773556642	-0.7432701448
0.07773556642	0.7432701448
0.09012187946	-1.356037691
0.09012187946	1.356037691
0.1259900465	-0.7909951857
0.1259900465	0.7909951857
0.1539052636	-0.8272196688
0.1539052636	0.8272196688
0.1635665838	-1.141221958
0.1635665838	1.141221958
0.1793066288	-0.8569572393
0.1793066288	0.8569572393
0.187360525	-1.074097198
0.187360525	1.074097198
0.1915550144	-0.864970413
0.1915550144	0.864970413
0.1955467038	-0.8940471239
0.1955467038	0.8940471239
0.2067546738	-0.9153665886
0.2067546738	0.9153665886
0.2126646619	-0.9344122982
0.2126646619	0.9344122982
0.2185144675	-0.9597416669
0.2185144675	0.9597416669
0.2246011775	-0.9850442333
0.2246011775	0.9850442333
0.2355807613	-1.007948533
0.2355807613	1.007948533
0.2505188897	-1.034847931
0.2505188897	1.034847931
0.2647826158	-1.080808346
0.2647826158	1.080808346
0.2773561155	-1.113787599
0.2773561155	1.113787599
0.4044680141	-0.8515115156
0.4044680141	0.8515115156
0.4243469975	-0.8996444143
0.4243469975	0.8996444143
0.4508053259	-0.9456733681
0.4508053259	0.9456733681
0.4881234356	-0.8539631634
0.4881234356	0.8539631634
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	-0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5	0.8660254038
0.5169725	-0.9293330052
0.5169725	0.9293330052
0.5192079482	-0.08530993862
0.5192079482	0.08530993862
0.557780908	-0.1451738317
0.557780908	0.1451738317
0.5852750527	-0.6635868423
0.5852750527	0.6635868423
0.5866183516	-0.7559939094
0.5866183516	0.7559939094
0.5905089005	-0.1839430225
0.5905089005	0.1839430225
0.5985386056	-0.718150177
0.5985386056	0.718150177
0.6143955215	-0.8058527956
0.6143955215	0.8058527956
0.6226783695	-0.2184815748
0.6226783695	0.2184815748
0.6491534108	-0.2497705529
0.6491534108	0.2497705529
0.6584286983	-0.8584645715
0.6584286983	0.8584645715
0.6743416428	-0.2769233238
0.6743416428	0.2769233238
0.6948710713	-0.5799305456
0.6948710713	0.5799305456
0.6958733698	-0.3037410263
0.6958733698	0.3037410263
0.7164877358	-0.3243798994
0.7164877358	0.3243798994
0.738788484	-0.3460657343
0.738788484	0.3460657343
0.7437300364	-0.5957801236
0.7437300364	0.5957801236
0.7538554801	-0.7763282414
0.7538554801	0.7763282414
0.761880558	-0.3677305781
0.761880558	0.3677305781
0.778957387	-0.6116069682
0.778957387	0.6116069682
0.7820219363	-0.3923797051
0.7820219363	0.3923797051
0.8043677163	-0.4151765781
0.8043677163	0.4151765781
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	-0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8090169944	0.5877852523
0.8229387873	-0.6459522478
0.8229387873	0.6459522478
0.8261083359	-0.4468856638
0.8261083359	0.4468856638
0.8521140657	-0.4939887729
0.8521140657	0.4939887729
0.8647182025	-0.5571731462
0.8647182025	0.5571731462
0.8739007961	-0.708516026
0.8739007961	0.708516026
0.9472587428	-0.7319656402
0.9472587428	0.7319656402
1.019750483	-0.4010020223
1.019750483	0.4010020223
1.087374189	-0.4059120202
1.087374189	0.4059120202
1.172959169	-0.4095855735
1.172959169	0.4095855735
1.223920111	-0.3908252758
1.223920111	0.3908252758
1.338435044	-0.3672467016
1.338435044	0.3672467016
1.443183124	-0.3099268477
1.443183124	0.3099268477
1.969228975	-0.04541154737
1.969228975	0.04541154737
2.174248077	0
2.930262222	0
